"Latest: Time (s)";"Latest: Potential (V)";"Latest: Current (A)"
0,0001;-1,99394226074;0,00505447387695
0,0002;-1,89685821533;0,00778198242188
0,0003;-1,79672241211;0,00898361206055
0,0004;-1,67827606201;0,0114250183105
0,0005;-1,54476165771;0,0132369995117
0,0006;-1,41735076904;0,0150680541992
0,0007;-1,28974914551;0,0168800354004
0,0008;-1,14421844482;0,0177955627441
0,0009;-0,98934173584;0,0199127197266
0,001;-0,82836151123;0,0211334228516
0,0011;-0,664520263672;0,0226402282715
0,0012;-0,500679016113;0,0241661071777
0,0013;-0,339698791504;0,0250816345215
0,0014;-0,185012817383;0,0259780883789
0,0015;-0,0240325927734;0,0262832641602
0,0016;0,136756896973;0,0278091430664
0,0017;0,291633605957;0,0275039672852
0,0018;0,458526611328;0,0287246704102
0,0019;0,616455078125;0,0290107727051
0,002;0,777244567871;0,0290107727051
0,0021;0,932121276855;0,0293159484863
0,0022;1,0929107666;0,0287246704102
0,0023;1,23863220215;0,0290107727051
0,0024;1,36909484863;0,0284194946289
0,0025;1,49364471436;0,0281143188477
0,0026;1,62715911865;0,0275039672852
0,0027;1,74560546875;0,0265884399414
0,0028;1,84574127197;0,0259780883789
0,0029;1,9458770752;0,0241661071777
0,003;2,03990936279;0,023250579834
0,0031;2,11887359619;0,0223350524902
0,0032;2,19173431396;0,0208282470703
0,0033;2,25238800049;0,0196075439453
0,0034;2,30407714844;0,0177955627441
0,0035;2,35557556152;0,0162696838379
0,0036;2,38609313965;0,0138473510742
0,0037;2,41031646729;0,0129318237305
0,0038;2,42538452148;0,0111198425293
0,0039;2,40726470947;0,0092887878418
0,004;2,38304138184;0,00747680664063
0,0041;2,35557556152;0,00534057617188
0,0042;2,29797363281;0,00322341918945
0,0043;2,24933624268;0,000495910644531
0,0044;2,18563079834;-0,000724792480469
0,0045;2,10971832275;-0,00284194946289
0,0046;2,01873779297;-0,00497817993164
0,0047;1,92470550537;-0,00679016113281
0,0048;1,83048248291;-0,00890731811523
0,0049;1,72119140625;-0,0104331970215
0,005;1,59378051758;-0,0125503540039
0,0051;1,46636962891;-0,0143814086914
0,0052;1,33876800537;-0,0155830383301
0,0053;1,20525360107;-0,0177192687988
0,0054;1,0534286499;-0,0189208984375
0,0055;0,895690917969;-0,0210571289063
0,0056;0,728607177734;-0,0219535827637
0,0057;0,573921203613;-0,0234794616699
0,0058;0,412940979004;-0,0243949890137
0,0059;0,252151489258;-0,0253105163574
0,006;0,0883102416992;-0,0265121459961
0,0061;-0,0696182250977;-0,0271224975586
0,0062;-0,230407714844;-0,0283432006836
0,0063;-0,388336181641;-0,0283432006836
0,0064;-0,552177429199;-0,029239654541
0,0065;-0,710105895996;-0,0289344787598
0,0066;-0,88005065918;-0,0286483764648
0,0067;-1,03797912598;-0,0289344787598
0,0068;-1,19571685791;-0,0286483764648
0,0069;-1,32617950439;-0,0286483764648
0,007;-1,47190093994;-0,0277328491211
0,0071;-1,59034729004;-0,0274276733398
0,0072;-1,7147064209;-0,0262069702148
0,0073;-1,83010101318;-0,0253105163574
0,0074;-1,92718505859;-0,0247001647949
0,0075;-2,02445983887;-0,0234794616699
0,0076;-2,10933685303;-0,0228691101074
0,0077;-2,19135284424;-0,0213623046875
0,0078;-2,25811004639;-0,0201416015625
0,0079;-2,3157119751;-0,0186157226563
0,008;-2,36740112305;-0,0164985656738
0,0081;-2,40383148193;-0,0152778625488
