"Latest: Time (s)";"Latest: Potential (V)";"Latest: Current (A)"
0,0001;1,98841094971;-0,00436782836914
0,0002;1,93367004395;-0,00617980957031
0,0003;1,86996459961;-0,00556945800781
0,0004;1,80931091309;-0,00617980957031
0,0005;1,73645019531;-0,00709533691406
0,0006;1,66053771973;-0,00740051269531
0,0007;1,58157348633;-0,00831604003906
0,0008;1,49669647217;-0,00831604003906
0,0009;1,41468048096;-0,00951766967773
0,001;1,33266448975;-0,00921249389648
0,0011;1,2508392334;-0,00951766967773
0,0012;1,16271972656;-0,0101280212402
0,0013;1,05953216553;-0,0101280212402
0,0014;0,96549987793;-0,0113487243652
0,0015;0,862312316895;-0,011043548584
0,0016;0,759124755859;-0,0116539001465
0,0017;0,655937194824;-0,0116539001465
0,0018;0,555610656738;-0,0116539001465
0,0019;0,452423095703;-0,0122451782227
0,002;0,349235534668;-0,0122451782227
0,0021;0,249099731445;-0,0131607055664
0,0022;0,148963928223;-0,0128555297852
0,0023;0,0457763671875;-0,0128555297852
0,0024;-0,0543594360352;-0,0128555297852
0,0025;-0,160598754883;-0,0128555297852
0,0026;-0,257873535156;-0,0134658813477
0,0027;-0,358009338379;-0,0128555297852
0,0028;-0,464248657227;-0,0134658813477
0,0029;-0,564384460449;-0,0128555297852
0,003;-0,667572021484;-0,0125503540039
0,0031;-0,764656066895;-0,0128555297852
0,0032;-0,876998901367;-0,0122451782227
0,0033;-0,974082946777;-0,0128555297852
0,0034;-1,07440948486;-0,0119400024414
0,0035;-1,16844177246;-0,0116539001465
0,0036;-1,26247406006;-0,0116539001465
0,0037;-1,34754180908;-0,0107383728027
0,0038;-1,42650604248;-0,0113487243652
0,0039;-1,50833129883;-0,0107383728027
0,004;-1,59339904785;-0,0113487243652
0,0041;-1,6752243042;-0,0101280212402
0,0042;-1,74808502197;-0,00982284545898
0,0043;-1,82399749756;-0,00982284545898
0,0044;-1,88484191895;-0,00890731811523
0,0045;-1,94549560547;-0,00890731811523
0,0046;-2,00614929199;-0,00831604003906
0,0047;-2,0637512207;-0,00860214233398
0,0048;-2,12154388428;-0,00740051269531
0,0049;-2,16999053955;-0,00679016113281
0,005;-2,2216796875;-0,00679016113281
0,0051;-2,25811004639;-0,00617980957031
0,0052;-2,29454040527;-0,00587463378906
0,0053;-2,32486724854;-0,00556945800781
0,0054;-2,35824584961;-0,00556945800781
0,0055;-2,38552093506;-0,00436782836914
0,0056;-2,40383148193;-0,00375747680664
0,0057;-2,42500305176;-0,00345230102539
0,0058;-2,44331359863;-0,00284194946289
0,0059;-2,45227813721;-0,00284194946289
0,006;-2,46448516846;-0,00192642211914
0,0061;-2,44636535645;-0,00223159790039
0,0062;-2,43721008301;-0,00102996826172
0,0063;-2,41603851318;-0,000419616699219
0,0064;-2,40077972412;-0,000114440917969
0,0065;-2,38246917725;0,000495910644531
0,0066;-2,34909057617;0,00110626220703
0,0067;-2,3157119751;0,0016975402832
0,0068;-2,2762298584;0,00141143798828
0,0069;-2,24590301514;0,00261306762695
0,007;-2,19745635986;0,0029182434082
0,0071;-2,15187072754;0,00383377075195
0,0072;-2,1032333374;0,0041389465332
0,0073;-2,04257965088;0,00444412231445
0,0074;-1,98802947998;0,00505447387695
0,0075;-1,91822052002;0,00534057617188
0,0076;-1,86042785645;0,00625610351563
0,0077;-1,79061889648;0,00656127929688
0,0078;-1,71775817871;0,00717163085938
0,0079;-1,64184570313;0,00778198242188
0,008;-1,55086517334;0,00808715820313
0,0081;-1,47190093994;0,00839233398438
0,0082;-1,38702392578;0,00808715820313
0,0083;-1,30500793457;0,0092887878418
0,0084;-1,21994018555;0,00959396362305
0,0085;-1,12895965576;0,0098991394043
0,0086;-1,03187561035;0,0098991394043
0,0087;-0,928688049316;0,0105094909668
0,0088;-0,82836151123;0,010814666748
0,0089;-0,716209411621;0,0105094909668
0,009;-0,618934631348;0,0114250183105
0,0091;-0,5126953125;0,0117301940918
0,0092;-0,412559509277;0,0120162963867
0,0093;-0,312423706055;0,012321472168
0,0094;-0,206184387207;0,0120162963867
0,0095;-0,106048583984;0,0126266479492
0,0096;-0,00286102294922;0,0117301940918
0,0097;0,0942230224609;0,0126266479492
0,0098;0,197410583496;0,0126266479492
0,0099;0,297737121582;0,0126266479492
0,01;0,397872924805;0,0129318237305
0,0101;0,507164001465;0,0120162963867
0,0102;0,604248046875;0,0126266479492
0,0103;0,70743560791;0,012321472168
0,0104;0,810623168945;0,0126266479492
0,0105;0,910758972168;0,012321472168
0,0106;1,0139465332;0,0120162963867
0,0107;1,10816955566;0,0120162963867
0,0108;1,2113571167;0,0114250183105
0,0109;1,29318237305;0,0120162963867
0,011;1,37519836426;0,0114250183105
0,0111;1,45416259766;0,0114250183105
