"Latest: Time (s)";"Latest: Potential (V)";"Latest: Current (A)"
0,0001;-2,3946762085;-0,00860214233398
0,0002;-2,41603851318;-0,00679016113281
0,0003;-2,44026184082;-0,00679016113281
0,0004;-2,45532989502;-0,00497817993164
0,0005;-2,45532989502;-0,00375747680664
0,0006;-2,44026184082;-0,00284194946289
0,0007;-2,42195129395;-0,00192642211914
0,0008;-2,3946762085;-0,00102996826172
0,0009;-2,36434936523;0,000190734863281
0,001;-2,32181549072;0,000495910644531
0,0011;-2,27928161621;0,0023078918457
0,0012;-2,22778320313;0,0035285949707
0,0013;-2,17304229736;0,00444412231445
0,0014;-2,10628509521;0,00564575195313
0,0015;-2,03342437744;0,00625610351563
0,0016;-1,95159912109;0,00778198242188
0,0017;-1,8726348877;0,00778198242188
0,0018;-1,78756713867;0,00959396362305
0,0019;-1,68743133545;0,0105094909668
0,002;-1,59034729004;0,0111198425293
0,0021;-1,47800445557;0,0120162963867
0,0022;-1,37481689453;0,0126266479492
0,0023;-1,25942230225;0,013542175293
0,0024;-1,14707946777;0,013542175293
0,0025;-1,02272033691;0,014762878418
0,0026;-0,89225769043;0,0153541564941
0,0027;-0,75855255127;0,0159645080566
0,0028;-0,628089904785;0,0165748596191
0,0029;-0,497627258301;0,0165748596191
0,003;-0,361061096191;0,0174903869629
0,0031;-0,230407714844;0,0171852111816
0,0032;-0,0999450683594;0,0181007385254
0,0033;0,030517578125;0,0184059143066
0,0034;0,15811920166;0,0184059143066
0,0035;0,288581848145;0,0186920166016
0,0036;0,422096252441;0,0184059143066
0,0037;0,552558898926;0,0184059143066
0,0038;0,680160522461;0,0181007385254
0,0039;0,813674926758;0,0184059143066
0,004;0,947189331055;0,0186920166016
0,0041;1,07173919678;0,0177955627441
0,0042;1,19609832764;0,0177955627441
0,0043;1,31759643555;0,0177955627441
0,0044;1,41468048096;0,0174903869629
0,0045;1,51786804199;0,0168800354004
0,0046;1,62410736084;0,0162696838379
0,0047;1,72424316406;0,0162696838379
0,0048;1,8123626709;0,0153541564941
0,0049;1,8913269043;0,0144577026367
0,005;1,97315216064;0,0132369995117
0,0051;2,04296112061;0,0129318237305
0,0052;2,11582183838;0,0126266479492
0,0053;2,17361450195;0,0117301940918
0,0054;2,23121643066;0,0111198425293
0,0055;2,27375030518;0,0098991394043
0,0056;2,31609344482;0,0092887878418
0,0057;2,35862731934;0,00778198242188
0,0058;2,38304138184;0,00717163085938
0,0059;2,40421295166;0,00656127929688
0,006;2,41641998291;0,00564575195313
0,0061;2,40726470947;0,0047492980957
0,0062;2,3889541626;0,00322341918945
0,0063;2,36167907715;0,0023078918457
0,0064;2,3344039917;0,000801086425781
0,0065;2,28271484375;0,000495910644531
0,0066;2,24342346191;-0,000419616699219
0,0067;2,18257904053;-0,00192642211914
0,0068;2,121925354;-0,00314712524414
0,0069;2,05516815186;-0,00436782836914
0,007;1,98230743408;-0,00526428222656
0,0071;1,9063949585;-0,00679016113281
0,0072;1,82151794434;-0,00740051269531
0,0073;1,73950195313;-0,00801086425781
0,0074;1,6393661499;-0,00921249389648
0,0075;1,52702331543;-0,0101280212402
0,0076;1,42993927002;-0,0116539001465
0,0077;1,32369995117;-0,0122451782227
0,0078;1,21746063232;-0,0134658813477
0,0079;1,0929107666;-0,0137710571289
0,008;0,962448120117;-0,0143814086914
0,0081;0,834846496582;-0,0152778625488
0,0082;0,69522857666;-0,0161933898926
0,0083;0,570869445801;-0,0171089172363
0,0084;0,437355041504;-0,0174140930176
0,0085;0,303649902344;-0,0180244445801
0,0086;0,173187255859;-0,0183296203613
0,0087;0,0457763671875;-0,0186157226563
0,0088;-0,0848770141602;-0,0189208984375
0,0089;-0,218391418457;-0,01953125
0,009;-0,342750549316;-0,0201416015625
