"Latest: Time (s)";"Latest: Potential (V)";"Latest: Current (A)"
0,0001;-1,97811126709;-0,0699234008789
0,0002;-2,09941864014;-0,0729751586914
0,0003;-2,21176147461;-0,0744819641113
0,0004;-2,29682922363;-0,0778198242188
0,0005;-2,37274169922;-0,0778198242188
0,0006;-2,41508483887;-0,0778198242188
0,0007;-2,44846343994;-0,0775146484375
0,0008;-2,43949890137;-0,0747871398926
0,0009;-2,40306854248;-0,0738716125488
0,001;-2,34832763672;-0,0699234008789
0,0011;-2,26650238037;-0,0675010681152
0,0012;-2,17533111572;-0,0626564025879
0,0013;-2,05097198486;-0,057487487793
0,0014;-1,91745758057;-0,0526428222656
0,0015;-1,77764892578;-0,0468635559082
0,0016;-1,59873962402;-0,0411033630371
0,0017;-1,41353607178;-0,0338172912598
0,0018;-1,22222900391;-0,0274467468262
0,0019;-1,01280212402;-0,0195503234863
0,002;-0,776100158691;-0,0122833251953
0,0021;-0,551414489746;-0,00469207763672
0,0022;-0,326919555664;0,00289916992188
0,0023;-0,0961303710938;0,00957489013672
0,0024;0,128555297852;0,0177764892578
0,0025;0,353050231934;0,0241470336914
0,0026;0,595855712891;0,0323295593262
0,0027;0,808334350586;0,0387001037598
0,0028;1,03302001953;0,0450706481934
0,0029;1,2393951416;0,0514602661133
0,003;1,42459869385;0,0556945800781
0,0031;1,61285400391;0,0614738464355
0,0032;1,78279876709;0,0654029846191
0,0033;1,9193649292;0,0690460205078
0,0034;2,04982757568;0,0726890563965
0,0035;2,16827392578;0,074520111084
0,0036;2,25925445557;0,0763320922852
0,0037;2,34127044678;0,0763320922852
0,0038;2,39276885986;0,0772476196289
0,0039;2,42614746094;0,0769424438477
0,004;2,42328643799;0,0754165649414
0,0041;2,39582061768;0,0736045837402
0,0042;2,34432220459;0,0705718994141
0,0043;2,26535797119;0,0675392150879
0,0044;2,17742919922;0,0629806518555
0,0045;2,05898284912;0,0593376159668
0,0046;1,91326141357;0,0535774230957
0,0047;1,79176330566;0,048713684082
0,0048;1,62181854248;0,0426483154297
0,0049;1,43966674805;0,0353622436523
0,005;1,25770568848;0,0289916992188
0,0051;1,04827880859;0,020809173584
0,0052;0,826644897461;0,0144386291504
0,0053;0,595855712891;0,00715255737305
0,0054;0,365257263184;-0,000743865966797
0,0055;0,137519836426;-0,00833511352539
0,0056;-0,0839233398438;-0,0162124633789
0,0057;-0,305557250977;-0,0228881835938
0,0058;-0,536346435547;-0,0301742553711
0,0059;-0,763893127441;-0,0371551513672
0,006;-0,994682312012;-0,0435256958008
0,0061;-1,21021270752;-0,0495910644531
0,0062;-1,39827728271;-0,0550651550293
0,0063;-1,58042907715;-0,0608253479004
0,0064;-1,75647735596;-0,0644683837891
0,0065;-1,89914703369;-0,0681114196777
0,0066;-2,03876495361;-0,0714492797852
0,0067;-2,16026306152;-0,0738716125488
0,0068;-2,25429534912;-0,076904296875
0,0069;-2,33325958252;-0,0775146484375
0,007;-2,39086151123;-0,0790405273438
0,0071;-2,43339538574;-0,0778198242188
0,0072;-2,45456695557;-0,0766181945801
0,0073;-2,4242401123;-0,0741767883301
0,0074;-2,38475799561;-0,0714492797852
0,0075;-2,30598449707;-0,0690269470215
0,0076;-2,22396850586;-0,0644683837891
0,0077;-2,1146774292;-0,0611305236816
0,0078;-1,99012756348;-0,0553703308105
0,0079;-1,84459686279;-0,0495910644531
0,008;-1,68972015381;-0,0441360473633
0,0081;-1,50451660156;-0,0368499755859
0,0082;-1,31931304932;-0,0307846069336
0,0083;-1,11904144287;-0,023193359375
0,0084;-0,897407531738;-0,0168228149414
0,0085;-0,666809082031;-0,00864028930664
0,0086;-0,442123413086;-0,000438690185547
0,0087;-0,214576721191;0,0062370300293
0,0088;0,0101089477539;0,0138282775879
0,0089;0,237655639648;0,020809173584
0,009;0,465393066406;0,0283813476563
0,0091;0,693130493164;0,0347709655762
0,0092;0,917625427246;0,0423431396484
0,0093;1,13925933838;0,0484085083008
0,0094;1,33647918701;0,0541877746582
0,0095;1,51252746582;0,0593376159668
0,0096;1,70078277588;0,0629806518555
0,0097;1,85565948486;0,0675392150879
0,0098;1,98612213135;0,0711822509766
0,0099;2,11048126221;0,073299407959
0,01;2,21385955811;0,0754165649414
0,0101;2,29568481445;0,0763320922852
0,0102;2,36854553223;0,0775527954102
0,0103;2,40802764893;0,0763320922852
0,0104;2,43530273438;0,0763320922852
0,0105;2,41718292236;0,0748252868652
0,0106;2,37464904785;0,0714874267578
0,0107;2,30484008789;0,0696563720703
0,0108;2,2289276123;0,0657081604004
0,0109;2,12268829346;0,0617790222168
0,011;2,00424194336;0,0563049316406
0,0111;1,86462402344;0,0514602661133
0,0112;1,71909332275;0,0459861755371
0,0113;1,53388977051;0,039005279541
0,0114;1,34868621826;0,0320243835449
0,0115;1,16348266602;0,0247383117676
0,0116;0,938987731934;0,0180625915527
0,0117;0,711250305176;0,00988006591797
0,0118;0,483512878418;0,00320434570313
0,0119;0,252914428711;-0,00438690185547
0,012;0,0312805175781;-0,0122833251953
0,0121;-0,196266174316;-0,0192451477051
0,0122;-0,420951843262;-0,0271415710449
0,0123;-0,645637512207;-0,0335121154785
0,0124;-0,879287719727;-0,0404930114746
0,0125;-1,10092163086;-0,0468635559082
0,0126;-1,31034851074;-0,0523376464844
0,0127;-1,48029327393;-0,0580978393555
0,0128;-1,67140960693;-0,0620460510254
0,0129;-1,82933807373;-0,067195892334
0,013;-1,96895599365;-0,0702285766602
0,0131;-2,09636688232;-0,0726699829102
0,0132;-2,2087097168;-0,0750923156738
0,0133;-2,29988098145;-0,0772094726563
0,0134;-2,36663818359;-0,0784301757813
0,0135;-2,41508483887;-0,078125
0,0136;-2,44846343994;-0,0778198242188
0,0137;-2,44255065918;-0,0750923156738
0,0138;-2,40306854248;-0,0726699829102
0,0139;-2,34832763672;-0,0699234008789
0,014;-2,26955413818;-0,0665855407715
0,0141;-2,1692276001;-0,0629615783691
0,0142;-2,05097198486;-0,0580978393555
0,0143;-1,91440582275;-0,053539276123
0,0144;-1,76868438721;-0,0468635559082
0,0145;-1,59873962402;-0,0407981872559
0,0146;-1,39827728271;-0,0338172912598
0,0147;-1,22528076172;-0,0268363952637
0,0148;-1,00975036621;-0,0204658508301
0,0149;-0,776100158691;-0,0125694274902
0,015;-0,551414489746;-0,00560760498047
0,0151;-0,323867797852;0,00289916992188
0,0152;-0,0991821289063;0,0104904174805
0,0153;0,131416320801;0,0174713134766
0,0154;0,349998474121;0,0253486633301
0,0155;0,580787658691;0,0314331054688
0,0156;0,811386108398;0,0383949279785
0,0157;1,03607177734;0,0447845458984
0,0158;1,24244689941;0,0508499145508
0,0159;1,42459869385;0,0566101074219
0,016;1,61285400391;0,0614738464355
0,0161;1,77669525146;0,0654029846191
0,0162;1,92241668701;0,0687408447266
0,0163;2,04982757568;0,072078704834
0,0164;2,16827392578;0,074520111084
0,0165;2,25925445557;0,0763320922852
0,0166;2,3473739624;0,0775527954102
0,0167;2,39276885986;0,0772476196289
0,0168;2,42328643799;0,0769424438477
0,0169;2,42919921875;0,074520111084
0,017;2,39887237549;0,0739097595215
0,0171;2,35042572021;0,0711822509766
0,0172;2,27146148682;0,0678443908691
0,0173;2,17742919922;0,0638961791992
0,0174;2,06203460693;0,0584411621094
0,0175;1,93748474121;0,0541877746582
0,0176;1,79481506348;0,0478172302246
0,0177;1,62792205811;0,0423431396484
0,0178;1,44577026367;0,0356674194336
0,0179;1,25770568848;0,0283813476563
0,018;1,04522705078;0,0217056274414
0,0181;0,826644897461;0,0138282775879
0,0182;0,598907470703;0,0068473815918
0,0183;0,368309020996;-0,00104904174805
0,0184;0,140571594238;-0,00833511352539
0,0185;-0,0810623168945;-0,0156211853027
0,0186;-0,302505493164;-0,023193359375
0,0187;-0,539398193359;-0,0301742553711
0,0188;-0,757789611816;-0,0377655029297
0,0189;-0,991630554199;-0,0435256958008
0,019;-1,20716094971;-0,0498962402344
0,0191;-1,39217376709;-0,0550651550293
0,0192;-1,58653259277;-0,0599098205566
0,0193;-1,75647735596;-0,0650787353516
0,0194;-1,9021987915;-0,0681114196777
0,0195;-2,0357131958;-0,0723648071289
0,0196;-2,15721130371;-0,0735664367676
0,0197;-2,25429534912;-0,0753974914551
0,0198;-2,34241485596;-0,0778198242188
0,0199;-2,39696502686;-0,0778198242188
0,02;-2,43339538574;-0,0784301757813
0,0201;-2,45151519775;-0,0766181945801
0,0202;-2,42118835449;-0,0750923156738
